"Transaction Hash","Chain","Amount","From Address","To Address"
"0x0c0db358df0d819f898fa35923a1b26455b4f71f774ac0913c11a514d7ef94d7","USDC",159912.0112,"0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0x0c0db358df0d819f898fa35923a1b26455b4f71f774ac0913c11a514d7ef94d7","usdt",149677.642483,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0"
"0x89afebcf8acc40d0c12a6efc03e9f6815afd577b331d47c99ab265173d136cab","usdt",992403.619997,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf"
"0x89afebcf8acc40d0c12a6efc03e9f6815afd577b331d47c99ab265173d136cab","USDC",1059128.729986,"0x93419d28248d289360942763e7170ccb724564d1","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xe3ccb46e483c1883da642df80f163524914b98920e5b8483c4e0efdcef857c68","USDC",812407.425857,"0x9dd864d39fbfdf7648402746263e451cd4f36af0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0x1849e6dfc122f15b55c35b585c933e2a20432ab49b7b25b4a75996dc5bd7b6f4","USDC",314042.227302,"0x9dd864d39fbfdf7648402746263e451cd4f36af0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xa4abe53b7049cc5ae495a215e7f9702552878b93e1b75d8da86c700194a908bc","USDC",408238.830512,"0x9dd864d39fbfdf7648402746263e451cd4f36af0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xf987b647fd5729f77c3b7d5940f760f0ee24e4a1b7800ef19c6f5470b9aaeff2","USDC",113596.919209,"0x9dd864d39fbfdf7648402746263e451cd4f36af0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xe3ccb46e483c1883da642df80f163524914b98920e5b8483c4e0efdcef857c68","usdt",762444.369328,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf"
"0x5ba88169e6aaa1d5188ceef2f1a1c3dc0fbe7802a08fecbf41825e58821309f3","usdt",452453.718798,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x9db7378614d8d9d7149c4ee4763f88c38f9b1517"
"0x5ba88169e6aaa1d5188ceef2f1a1c3dc0fbe7802a08fecbf41825e58821309f3","USDC",482103.056689,"0x93419d28248d289360942763e7170ccb724564d1","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0x1abce0803d9ad9c476eb7cfd65a24c4f45a984852b913b386af292c1f1be59a4","USDC",1058924.040271,"0x93419d28248d289360942763e7170ccb724564d1","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xa511a0c026d0eb357033a9003776bbf6570a2f29d0c6e7dcb572731356c9d757","ETH",142118.901394,"0x93419d28248d289360942763e7170ccb724564d1","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xb776f45307322c4eca5462a5af2faede197a769884a86f66a5485004e812580b","usdt",1383.956277,"0xa88800cd213da5ae406ce248380802bd53b47647","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0x1849e6dfc122f15b55c35b585c933e2a20432ab49b7b25b4a75996dc5bd7b6f4","ETH",294728.630385,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x9dd864d39fbfdf7648402746263e451cd4f36af0"
"0xa4abe53b7049cc5ae495a215e7f9702552878b93e1b75d8da86c700194a908bc","ETH",383132.142516,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x9dd864d39fbfdf7648402746263e451cd4f36af0"
"0xf987b647fd5729f77c3b7d5940f760f0ee24e4a1b7800ef19c6f5470b9aaeff2","ETH",106610.7087,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x9dd864d39fbfdf7648402746263e451cd4f36af0"
"0xe3ccb46e483c1883da642df80f163524914b98920e5b8483c4e0efdcef857c68","USDC",812407.425857,"0x9dd864d39fbfdf7648402746263e451cd4f36af0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0x1849e6dfc122f15b55c35b585c933e2a20432ab49b7b25b4a75996dc5bd7b6f4","ETH",294728.630385,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x9dd864d39fbfdf7648402746263e451cd4f36af0"
"0x8091e5b3d5ab6d625429a526048c5e0e0bc2d3926cda7a30c626428a3db5fcbb","USDC",345601.866251,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0"
"0xf319b8c80aecc07c1a42b6b20bed9cf13c31f25c7eefb07cfaa3a969d504a201","usdt",5118.00932,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0"
"0x5661b2750d8cdf9503553c53a8a74d54b52046656648809709550001ac86aad1","USDC",148575,"0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0x8091e5b3d5ab6d625429a526048c5e0e0bc2d3926cda7a30c626428a3db5fcbb","usdt",333333,"0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0x1abce0803d9ad9c476eb7cfd65a24c4f45a984852b913b386af292c1f1be59a4","usdt",989581.122288,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf"
"0xfd08b2bd5625cfc673cb480d4c2955b72cd68c076bd843aed327d89d22262323","usdt",6494.523706,"0x0b3f6d4a5d6835137ccb2c1248f5a7d882c0dbda","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xfd08b2bd5625cfc673cb480d4c2955b72cd68c076bd843aed327d89d22262323","USDC",6733.565273,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x0b3f6d4a5d6835137ccb2c1248f5a7d882c0dbda"
"0x4ed427c2dc801996c7ec6fe91d7aacee7fe42b4ad96add41696ac984e4aeaa61","usdt",97624.134878,"0xdecf04ca46d287b3cb99692ad512e568ba276140","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xb776f45307322c4eca5462a5af2faede197a769884a86f66a5485004e812580b","USDC",1438.793736,"0x0aef224b53a5391fc965311f98446f74451bf75e","0xdecf04ca46d287b3cb99692ad512e568ba276140"
"0xbf8dfdd3f658d93e6703ee615b4fd93dcaf6e5cef32edabee9c34d3bcb06049d","usdt",78026.893514,"0x5df6434986b285143b060c0e07e1a8d79f5d1b8b","0x0aef224b53a5391fc965311f98446f74451bf75e"
"0xbf8dfdd3f658d93e6703ee615b4fd93dcaf6e5cef32edabee9c34d3bcb06049d","USDC",80898.800947,"0x0aef224b53a5391fc965311f98446f74451bf75e","0x5df6434986b285143b060c0e07e1a8d79f5d1b8b"
"0x42e7a49e8c235592ad52de3a95bfb77972aed6b1bfd5876577bc2bdfa61f3263","ETH",5123.41104,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf"
"0xb07a3f2e6f96e4af3b25434162cae4732bbb6cfe24baf9a1c4de5088e3ef3e20","ETH",146508.022608,"0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0x8dd585d1b0884dd64627f49ac3e5d050c1f0abd20366735cbd8ea0c3c2b110e1","ETH",30000,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0xd2a484c618a189bf621a13df90ed9f9dbb5fd8cacfb767bf90201cc443269796","ETH",83634.24234969326,"0x5777d92f208679db4b9778590fa3cab3ac9e2168","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0x4b82ac3291e556e7fb6453793b3c426db9e1c9bc3aad3f71f832c914b1b13c40","ETH",18999.999999999996,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x0d63af780b76d1a758bc982eacc0bf1b7f05f932f15ef129e1064dc6f9b034de","ETH",18999.999999999996,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x689f0e7d1640a377e5d60db7620049874493cf4aa3974b7ef3b9e5a6a4384817","ETH",83808.68628253823,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x194c8602b1b246d19cb8d458b6d6ffda97a45d571d3c8d1229e3bef754dc8c57","ETH",81887.36625004461,"0x5777d92f208679db4b9778590fa3cab3ac9e2168","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0xcf6ae6e797b1812c0339c3e10505bef7f661f44841f03c193fe1a9cbc5d022d8","ETH",10611.56575393205,"0x5777d92f208679db4b9778590fa3cab3ac9e2168","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0x763171677138f6292778e81a7410f0d86aa565a99ee81b11476c588012768246","ETH",4123.851085445929,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x184200b0927154ec3953da4af0bd69975b3a1c3b032ee40fdc09912d00748ac8","ETH",18999.999999999996,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x71c1fa0a213bf5d55acc1b3b350ab561f14d41064aa7776cef9b41f0fd66f848","ETH",16216.733056103329,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0xddc5f168420a6962768c99dfeb2c4d131da826e12e266fc0e71dee2be6ecce07","ETH",17951.752466718033,"0x5777d92f208679db4b9778590fa3cab3ac9e2168","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0x4cab75ee1d4b34951816456a5aa210273f89c7bff7e27255d2f8d665d6f002d5","ETH",10884.724338372152,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x1d30dcb35abb66a5498468250dd124a76511dbf5a3ece05d1ff6a3e8b95cad30","ETH",15998.400000000001,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x1a917b6ebe4175b31b4c76e2d406782a8e6e38b2d792cf3094900ca2bd062765","ETH",1047.0515271889813,"0x5777d92f208679db4b9778590fa3cab3ac9e2168","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0x8dd585d1b0884dd64627f49ac3e5d050c1f0abd20366735cbd8ea0c3c2b110e1","ETH",30000,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0xd2a484c618a189bf621a13df90ed9f9dbb5fd8cacfb767bf90201cc443269796","ETH",83634.24234969326,"0x5777d92f208679db4b9778590fa3cab3ac9e2168","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0x1307640b2ef8c94ea792fefdb421db62bf3689f4824060eecd9cca862acf862a","ETH",8873.091201,"0x5777d92f208679db4b9778590fa3cab3ac9e2168","0x48802e0ce5045beb5f00e19dab7174384c7e5b35"
"0x1c1ff50edb3b1f9bacd5f7f83a044b24ebe3fbc852c71ddebc6b4e275e81f813","ETH",2183.129528,"0x48802e0ce5045beb5f00e19dab7174384c7e5b35","0x5777d92f208679db4b9778590fa3cab3ac9e2168"
"0x402ade470354250213d5d687debdf9f9360ac047e5b65abdfde5c5bce56a80fc","ETH",1000000,"0xcd6cf78b351d82c8355f14c6af62f3751cdaaffe","0x68781e7deac74bccdc16b38f9bf02e68dc43e714"
"0x0270dbfc57d30d0de6ff580d747ac90206d1cf225924b69c5cfd01b30c84344d","ETH",1600000,"0xcd6cf78b351d82c8355f14c6af62f3751cdaaffe","0x68781e7deac74bccdc16b38f9bf02e68dc43e714"
"0x426de371755040d71ca6530edf89b6c3d6a6ec993c9e10c71ff03968d23cb9a6","ETH",1500000,"0xcd6cf78b351d82c8355f14c6af62f3751cdaaffe","0x68781e7deac74bccdc16b38f9bf02e68dc43e714"
"0xc44399ee8c3ae967d016916a46c439fd6ca65aa36d304e21f863e99cdc45b0f3","ETH",6546256.238605,"0xcd6cf78b351d82c8355f14c6af62f3751cdaaffe","0x68781e7deac74bccdc16b38f9bf02e68dc43e714"
"0xd3733603ceabcd3330c7bfcd0485aef5f7089a150f0a536c72f537583936dac6","ETH",327052.046886,"0xcd6cf78b351d82c8355f14c6af62f3751cdaaffe","0x68781e7deac74bccdc16b38f9bf02e68dc43e714"
